,maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2
0,142,3,1000100000,544,A,13,3
0,143,3,0100000000,256,B,11,1
0,144,7,0000000000,0,C,10,0
0,145,2,0000000100,4,D,16,6
0,146,7,1100000000,768,S,10,0
0,147,1,0000000000,0,A,10,0
0,148,9,1110000001,897,B,11,1
0,149,1,0000000001,1,C,10,0
0,150,7,0110100000,416,D,12,2
0,151,16,1100000001,769,S,11,1
0,152,0,0000000000,0,A,10,0
0,153,6,1110100000,928,B,12,2
0,154,1,0000000001,1,C,10,0
0,155,7,1000000000,512,D,18,8
0,156,15,0000100001,33,S,11,1
0,157,1,0000100000,32,A,11,1
0,158,12,0100100000,288,B,12,2
0,159,6,0000000001,1,C,10,0
0,160,6,1001100000,608,D,12,2
0,161,5,1100100000,800,S,14,4
0,162,2,0000100000,32,A,10,0
0,163,7,1110000000,896,B,17,7
0,164,15,0010000001,129,C,14,4
0,165,20,0010000000,128,D,5,5
0,166,6,1110000000,896,S,10,0
0,167,0,0000000000,0,A,10,0
0,168,10,1000000000,512,B,6,11
0,169,5,0000000001,1,C,15,5
0,170,3,0000000000,0,D,15,5
0,171,13,0000100000,32,S,12,2
0,172,1,0000100000,32,A,12,2
0,173,0,0110000000,384,B,10,0
0,174,4,0000000000,0,C,19,9
0,175,12,1000100000,544,D,13,3
0,176,5,0110000000,384,S,11,1
0,177,3,0100000000,256,A,4,14
0,178,2,1000000000,512,B,6,12
0,179,20,0010000000,128,C,5,5
0,180,4,0100000100,260,D,5,14
0,181,3,0000000000,0,S,11,1
0,182,4,1000000000,512,A,12,2
0,183,6,1000100000,544,B,12,2
0,184,3,0000000001,1,C,11,1
0,185,6,1000000000,512,D,18,8
0,186,13,0000100000,32,S,13,3
0,187,1,0000100000,32,A,14,4
0,188,15,0000100000,32,B,13,3
0,189,1,0010000001,129,C,10,0
0,190,3,1000000000,512,D,6,16
0,191,1,1100000000,768,S,14,4
0,192,6,0000000000,0,A,14,4
0,193,7,1000100000,544,B,12,2
0,194,9,0000000100,4,C,10,0
0,195,4,1000001100,524,D,16,6
0,196,1,0100000000,256,S,11,1
0,197,4,0100000000,256,A,5,14
0,198,16,0100100001,289,B,11,1
0,199,1,1000100000,544,C,6,10
0,200,5,1000000000,512,D,7,12
0,201,3,1110000000,896,S,14,4
0,202,2,0000100000,32,A,13,3
0,203,14,1110000001,897,B,10,0
0,204,3,0000000000,0,C,17,7
0,205,6,0000101000,40,D,12,2
0,206,15,0000100000,32,S,13,3
0,207,3,1000000000,512,A,18,8
0,208,8,0010000000,128,B,19,9
0,209,2,1000000000,512,C,6,16
0,210,3,0000000000,0,D,13,3
0,211,12,0000100000,32,S,13,3
0,212,2,0000000000,0,A,15,5
0,213,15,0100100000,288,B,13,3
0,214,4,0000000001,1,C,14,4
0,215,3,0000100100,36,D,12,2
0,216,17,0000100000,32,S,12,2
0,217,2,0000100000,32,A,12,2
0,218,5,1110000000,896,B,11,1
0,219,4,0100000000,256,C,5,14
0,220,6,1000000000,512,D,7,17
0,221,1,0000000000,0,S,12,2
0,222,5,0000100000,32,A,15,5
0,223,2,0110000000,384,B,18,8
0,224,9,0000000100,4,C,11,1
0,225,2,0100000000,256,D,5,14
0,226,0,0000001000,8,S,10,0
0,227,9,0100000001,257,A,4,10
0,228,20,0010110000,176,B,2,2
0,229,2,0000000000,0,C,18,8
0,230,4,0100000100,260,D,4,17
0,231,6,1100100000,800,S,12,2
0,232,6,0100000000,256,A,4,13
0,233,0,0100000000,256,B,10,0
0,234,5,1000000000,512,C,6,15
0,235,5,1000000000,512,D,7,15
0,236,16,0000000100,4,S,11,1
0,237,3,1100000000,768,A,10,0
0,238,9,1110100000,928,B,12,2
0,239,2,0000000000,0,C,17,7
0,240,9,1001100000,608,D,13,3
0,241,3,1000000000,512,S,16,6
0,242,4,1000100001,545,A,10,0
0,243,5,1000000000,512,B,7,11
0,244,3,1000000000,512,C,7,18
0,245,9,1000001100,524,D,15,5
0,246,4,0110000000,384,S,16,6
0,247,5,1000100000,544,A,18,8
0,248,12,1001100000,608,B,12,2
0,249,0,0000000000,0,C,10,0
0,250,3,1000101100,556,D,12,2
0,251,1,0000000000,0,S,11,1
0,252,0,1000000000,512,A,10,0
0,253,2,0010000000,128,B,11,1
0,254,20,0010000001,129,C,4,4
0,255,3,1000001000,520,D,16,6
0,256,2,1110000000,896,S,14,4
0,257,4,1000000000,512,A,18,8
0,258,14,0100100000,288,B,10,0
0,259,14,0000000100,4,C,11,1
0,260,15,1110000000,896,D,19,9
0,261,14,0010100000,160,S,13,3
0,262,3,0000100000,32,A,13,3
0,263,5,0010000000,128,B,10,0
0,264,12,0010000000,128,C,15,5
0,265,8,0010000000,128,D,16,6
0,266,13,0000000001,1,S,10,0
0,267,3,0000100000,32,A,12,2
0,268,2,0100000000,256,B,10,0
0,269,3,0000000001,1,C,10,0
0,270,7,0110000000,384,D,15,5
0,271,16,0000100000,32,S,12,2
0,272,20,0000100101,37,A,0,0
0,273,10,1000000000,512,B,6,11
0,274,2,0000000001,1,C,11,1
0,275,4,0000000000,0,D,14,4
0,276,18,0100000001,257,S,10,0
0,277,3,0000100000,32,A,12,2
0,278,6,0010000000,128,B,10,0
0,279,12,0000000100,4,C,11,1
0,280,15,0010000000,128,D,17,7
0,281,8,1110000000,896,S,12,2
0,282,1,0000000000,0,A,12,2
0,283,9,1110000001,897,B,10,0
0,284,2,1000000000,512,C,6,16
0,285,15,1001100000,608,D,15,5
0,286,18,1000000001,513,S,11,1
0,287,6,0100100000,288,A,4,12
0,288,10,1000000000,512,B,6,11
0,289,2,0110000000,384,C,15,5
0,290,16,0000101000,40,D,13,3
0,291,17,1100000001,769,S,11,1
0,292,3,1000000000,512,A,19,9
0,293,8,0110000000,384,B,11,1
0,294,3,0100000001,257,C,4,16
0,295,3,0100000100,260,D,4,12
0,296,1,0100000000,256,S,11,1
0,297,20,0000100101,37,A,1,0
0,298,6,1110000000,896,B,18,8
0,299,9,0010000001,129,C,10,0
0,300,5,0000001000,8,D,15,5
0,301,4,1000000000,512,S,11,1
0,302,5,0100100000,288,A,4,12
0,303,2,1000000000,512,B,6,16
0,304,17,1110000000,896,C,14,4
0,305,15,0000100000,32,D,13,3
0,306,4,0110000000,384,S,16,6
0,307,0,0000100000,32,A,10,0
0,308,4,0110100000,416,B,12,2
0,309,2,0010000000,128,C,16,6
0,310,1,0000000000,0,D,13,3
0,311,4,0100000000,256,S,12,2
0,312,5,1000000000,512,A,10,0
0,313,6,1110000000,896,B,16,6
0,314,7,0000000000,0,C,11,1
0,315,4,1000000000,512,D,18,8
0,316,7,0000000100,4,S,17,7
0,317,3,0000100000,32,A,14,4
0,318,10,0000000001,1,B,11,1
0,319,1,0000000101,5,C,17,7
0,320,3,1000000000,512,D,7,14
0,321,14,0000100000,32,S,12,2
0,322,7,1000100000,544,A,12,2
0,323,3,1000100000,544,B,13,3
0,324,2,0000000001,1,C,10,0
0,325,2,0000000000,0,D,19,9
0,326,20,0000000000,0,S,2,2
0,327,2,1000000000,512,A,10,0
0,328,2,0010000000,128,B,12,2
0,329,0,0000000001,1,C,10,0
0,330,3,0000000100,4,D,14,4
0,331,14,0000000001,1,S,10,0
0,332,2,0000100000,32,A,13,3
0,333,4,1110000000,896,B,18,8
0,334,5,0110000000,384,C,14,4
0,335,1,0000000000,0,D,12,2
0,336,20,1111000000,960,S,2,2
0,337,3,0000100000,32,A,15,5
0,338,5,0010000000,128,B,13,3
0,339,20,0010000000,128,C,5,5
0,340,4,1000001100,524,D,19,9
0,341,11,0100000001,257,S,10,0
0,342,5,0000100000,32,A,18,8
0,343,2,0010000000,128,B,13,3
0,344,2,0000000000,0,C,15,5
0,345,15,0010000000,128,D,16,6
0,346,20,0010000000,128,S,3,2
0,347,4,0000100000,32,A,12,2
0,348,4,1110000000,896,B,18,8
0,349,4,0000000001,1,C,10,0
0,350,8,0000000100,4,D,14,4
0,351,4,1110000000,896,S,16,6
0,352,3,0100000000,256,A,4,14
0,353,3,1110000000,896,B,16,6
0,354,5,0000000000,0,C,11,1
0,355,13,0000100000,32,D,12,2
0,356,0,1000000000,512,S,10,0
0,357,2,1000000000,512,A,15,5
0,358,2,0110000000,384,B,11,1
0,359,2,0000000000,0,C,18,8
0,360,7,1000101000,552,D,13,3
0,361,18,0000100000,32,S,12,2
0,362,4,0000000000,0,A,15,5
0,363,1,0010000000,128,B,16,6
0,364,20,1110000001,897,C,5,5
0,365,2,1000000000,512,D,13,3
0,366,2,0000000000,0,S,11,1
0,367,0,0000100000,32,A,10,0
0,368,3,0000000000,0,B,10,0
0,369,3,0000000001,1,C,10,0
0,370,8,1000000000,512,D,7,12
0,371,2,0100000000,256,S,10,0
0,372,5,0000100000,32,A,15,5
0,373,6,0010100000,160,B,12,2
0,374,0,0000000000,0,C,10,0
0,375,1,0100000100,260,D,4,10
0,376,4,0100000000,256,S,13,3
0,377,2,0000000000,0,A,15,5
0,378,9,0010000001,129,B,11,1
0,379,16,0100000100,260,C,4,11
0,380,20,0010000000,128,D,4,4
0,381,9,0010000001,129,S,10,0
0,382,1,1000000000,512,A,10,0
0,383,8,0000001000,8,B,10,0
0,384,4,1000000000,512,C,11,1
0,385,12,0000100000,32,D,12,2
0,386,2,1100000000,768,S,11,1
0,387,3,0000100000,32,A,12,2
0,388,16,0010000001,129,B,11,1
0,389,5,0100000000,256,C,4,10
0,390,3,1000001100,524,D,18,8
0,391,18,0100100000,288,S,13,3
0,392,2,0100000000,256,A,4,12
0,393,13,0000100000,32,B,12,2
0,394,2,0000000001,1,C,10,0
0,395,5,1000101100,556,D,12,2
0,396,5,1100100000,800,S,12,2
0,397,20,0000000001,1,A,0,0
0,398,13,1000000001,513,B,7,11
0,399,4,0000000000,0,C,10,0
0,400,19,0100100000,288,D,4,13
0,401,16,0000100100,36,S,12,2
0,402,2,0000100000,32,A,13,3
0,403,6,1110000000,896,B,19,9
0,404,3,0100000000,256,C,4,15
0,405,1,0000000000,0,D,12,2
0,406,10,0100000101,261,S,10,0
0,407,1,0000000000,0,A,11,1
0,408,20,1110000001,897,B,0,0
0,409,2,0000000000,0,C,18,8
0,410,6,0000100100,36,D,12,2
0,411,3,1000000000,512,S,10,0
0,412,4,0000000000,0,A,12,2
0,413,20,0010110000,176,B,2,2
0,414,20,1010000001,641,C,4,4
0,415,20,0010000000,128,D,4,4
0,416,20,1111000000,960,S,2,2
0,417,0,0000000000,0,A,10,0
0,418,18,0000000001,1,B,11,1
0,419,3,1000000001,513,C,6,11
0,420,18,0100100000,288,D,4,12
0,421,1,1000000000,512,S,10,0
0,422,2,0000100001,33,A,10,0
0,423,5,1110000000,896,B,18,8
0,424,2,1000000000,512,C,6,16
0,425,3,0000000100,4,D,14,4
0,426,19,0000000001,1,S,11,1
0,427,7,0100100000,288,A,5,14
0,428,5,1111100000,992,B,12,2
0,429,1,0001000001,65,C,10,0
0,430,6,0000000000,0,D,12,2
0,431,17,0100100100,292,S,12,2
0,432,4,0100100000,288,A,4,12
0,433,3,0010000000,128,B,17,7
0,434,2,1000000000,512,C,7,15
0,435,20,0000100000,32,D,2,2
0,436,20,1110000001,897,S,0,0
0,437,15,1000000001,513,A,11,1
0,438,13,1000000001,513,B,7,10
0,439,3,0000000000,0,C,19,9
0,440,7,0000100000,32,D,12,2
0,441,14,0000100000,32,S,12,2
0,442,1,0000100000,32,A,15,5
0,443,12,0010000001,129,B,11,1
0,444,4,0000000001,1,C,11,1
0,445,8,1000001100,524,D,15,5
0,446,20,0100000000,256,S,2,2
0,447,5,1000000000,512,A,10,0
0,448,3,1000100000,544,B,12,2
0,449,2,0000000001,1,C,10,0
0,450,2,0000000000,0,D,12,2
0,451,16,0010100000,160,S,12,2
0,452,4,1000000000,512,A,13,3
0,453,4,1110000000,896,B,18,8
0,454,13,0000000100,4,C,16,6
0,455,6,1000000000,512,D,7,18
0,456,20,0010000001,129,S,0,0
0,457,0,0000000000,0,A,10,0
0,458,20,0010110010,178,B,0,0
0,459,2,1000000001,513,C,10,0
0,460,3,0000000000,0,D,13,3
0,461,10,0100100000,288,S,12,2
0,462,3,0000100001,33,A,15,5
0,463,10,1110000001,897,B,11,1
0,464,2,0000000000,0,C,16,6
0,465,20,0010000000,128,D,4,4
0,466,3,0100000000,256,S,10,0
0,467,6,1000100000,544,A,18,8
0,468,4,1111110000,1008,B,13,3
0,469,0,0000000001,1,C,10,0
0,470,2,0100000000,256,D,4,14
0,471,8,1100000000,768,S,10,0
0,472,12,0000000001,1,A,10,0
0,473,5,0010000000,128,B,16,6
0,474,5,0100000000,256,C,4,11
0,475,5,0000000000,0,D,13,3
0,476,13,1000000001,513,S,10,0
0,477,3,0000100000,32,A,13,3
0,478,3,0010100000,160,B,12,2
0,479,2,0000000000,0,C,17,7
0,480,20,1110000000,896,D,4,4
0,481,20,1100000001,769,S,0,0
0,482,5,1000000000,512,A,19,9
0,483,5,0110000000,384,B,16,6
0,484,2,0000000001,1,C,11,1
0,485,6,1000000000,512,D,6,15
0,486,4,1100000000,768,S,14,4
0,487,11,0100000001,257,A,5,10
0,488,5,1110000000,896,B,17,7
0,489,13,0010000000,128,C,15,5
0,490,13,0000100000,32,D,13,3
0,491,20,1111100000,992,S,2,2
0,492,3,0000100000,32,A,12,2
0,493,20,0000000000,0,B,0,0
0,494,15,0010000000,128,C,17,7
0,495,12,0100000100,260,D,4,12
0,496,3,0100000000,256,S,13,3
0,497,18,0100000001,257,A,4,11
0,498,2,0000000000,0,B,10,0
0,499,7,0100000001,257,C,4,14
0,500,1,0000000000,0,D,17,7
0,501,13,0000100000,32,S,12,2
0,502,1,0000000000,0,A,15,5
0,503,12,1111110000,1008,B,12,2
0,504,5,0000000001,1,C,10,0
0,505,15,0110100000,416,D,12,2
0,506,20,1100000001,769,S,0,0
0,507,8,0100100000,288,A,5,13
0,508,7,0010000000,128,B,17,7
0,509,2,0000000001,1,C,10,0
0,510,7,0110000000,384,D,15,5
0,511,3,1000100000,544,S,10,0
0,512,5,1000000000,512,A,13,3
0,513,4,1111110000,1008,B,13,3
0,514,5,0000000101,5,C,17,7
0,515,5,0000001100,12,D,16,6
0,516,10,0100100000,288,S,13,3
0,517,3,0000100000,32,A,12,2
0,518,0,0000000000,0,B,10,0
0,519,3,0100000001,257,C,4,10
0,520,12,0000000100,4,D,15,5
0,521,2,0000000000,0,S,10,0
0,522,20,0000100101,37,A,1,0
0,523,8,1110000000,896,B,18,8
0,524,1,0000000000,0,C,14,4
0,525,8,0100000100,260,D,5,16
0,526,12,0000000100,4,S,13,3
0,527,2,0100000000,256,A,4,14
0,528,1,0100000000,256,B,18,8
0,529,4,0100000001,257,C,4,10
0,530,9,0000100000,32,D,13,3
0,531,0,0000000000,0,S,10,0
0,532,1,0000000000,0,A,10,0
0,533,20,0010110000,176,B,2,2
0,534,2,0000000001,1,C,10,0
0,535,6,0100000100,260,D,4,15
0,536,14,0000100000,32,S,13,3
0,537,3,0000000000,0,A,13,3
0,538,10,1000000001,513,B,7,10
0,539,1,0000000000,0,C,17,7
0,540,2,1000000000,512,D,7,12
0,541,14,0010000000,128,S,16,6
0,542,3,0100000000,256,A,5,12
0,543,8,1000000000,512,B,7,16
0,544,13,0000001000,8,C,10,0
0,545,2,1000001100,524,D,18,8
0,546,7,1110000000,896,S,16,6
0,547,6,0000100000,32,A,13,3
0,548,13,1110000000,896,B,18,8
0,549,3,0000000000,0,C,18,8
0,550,7,0000000100,4,D,14,4
0,551,4,1000000000,512,S,16,6
0,552,2,0000100000,32,A,10,0
0,553,17,0010000001,129,B,10,0
0,554,1,0000000000,0,C,15,5
0,555,2,0000000000,0,D,13,3
0,556,5,0000000000,0,S,10,0
0,557,3,1000000000,512,A,11,1
0,558,10,0010000000,128,B,12,2
0,559,3,1000000000,512,C,19,9
0,560,5,1000100000,544,D,12,2
0,561,16,0010000000,128,S,14,4
0,562,7,1000100000,544,A,11,1
0,563,10,0100100000,288,B,13,3
0,564,12,0010000000,128,C,14,4
0,565,7,0000000000,0,D,18,8
0,566,16,0010100000,160,S,13,3
0,567,1,0000000000,0,A,15,5
0,568,20,0010000001,129,B,1,1
0,569,1,0000000000,0,C,16,6
0,570,4,0100000000,256,D,5,14
0,571,0,1000100000,544,S,10,0
0,572,6,0100100000,288,A,4,12
0,573,4,0100000000,256,B,12,2
0,574,3,0100000001,257,C,5,14
0,575,1,0000000100,4,D,12,2
0,576,5,0000000000,0,S,10,0
0,577,4,1000000000,512,A,12,2
0,578,3,0010000000,128,B,16,6
0,579,2,0000000001,1,C,10,0
0,580,15,0000100000,32,D,12,2
0,581,12,0100100000,288,S,13,3
0,582,3,0000100000,32,A,15,5
0,583,2,0010000000,128,B,16,6
0,584,2,0000000001,1,C,17,7
0,585,9,0000101000,40,D,12,2
0,586,3,1000100001,545,S,10,0
0,587,5,0000000000,0,A,13,3
0,588,1,0000000000,0,B,18,8
0,589,5,1000000001,513,C,7,16
0,590,8,0000100000,32,D,13,3
0,591,20,0000100000,32,S,0,0
0,592,2,1000000000,512,A,14,4
0,593,20,0010000001,129,B,1,1
0,594,11,0000000000,0,C,10,0
0,595,5,0100000000,256,D,5,14
0,596,3,0100000000,256,S,12,2
0,597,20,0000100101,37,A,1,0
0,598,7,0110000000,384,B,17,7
0,599,0,0000000000,0,C,10,0
0,600,8,0100100000,288,D,4,13
0,601,0,1000000000,512,S,10,0
0,602,2,0000100000,32,A,14,4
0,603,1,0100000000,256,B,19,9
0,604,20,0010000001,129,C,4,4
0,605,20,1110000000,896,D,8,4
0,606,20,0010000000,128,S,4,4
0,607,16,0100000001,257,A,4,11
0,608,20,1110000001,897,B,1,1
0,609,4,0000000000,0,C,11,1
0,610,2,1000000000,512,D,7,12
0,611,20,0000000000,0,S,2,2
0,612,4,0000100000,32,A,15,5
0,613,12,0000100000,32,B,12,2
0,614,2,0100000001,257,C,4,11
0,615,4,0000000100,4,D,13,3
0,616,15,0010000001,129,S,11,1
0,617,3,1000000000,512,A,19,9
0,618,4,1000100000,544,B,10,0
0,619,2,0000000001,1,C,10,0
0,620,4,1000000000,512,D,7,14
0,621,2,0000000000,0,S,11,1
0,622,3,0000000000,0,A,11,1
0,623,19,0010000001,129,B,11,1
0,624,3,0000000001,1,C,10,0
0,625,8,0100000000,256,D,4,15
0,626,20,0110000001,385,S,0,0
0,627,2,0100100000,288,A,4,10
0,628,9,0000100000,32,B,12,2
0,629,3,0000000000,0,C,15,5
0,630,1,0000000100,4,D,13,3
0,631,3,0001000001,65,S,10,0
0,632,20,0000100101,37,A,1,0
0,633,9,0010000001,129,B,11,1
0,634,1,0000000000,0,C,17,7
0,635,20,0100000000,256,D,8,4
0,636,0,0000000000,0,S,10,0
0,637,20,0100100101,293,A,1,1
0,638,2,0010000000,128,B,12,2
0,639,0,0000000001,1,C,10,0
0,640,2,0000000100,4,D,15,5
0,641,15,0000100000,32,S,13,3
0,642,1,0000000000,0,A,11,1
0,643,5,0110000000,384,B,10,0
0,644,16,0000000000,0,C,14,4
0,645,9,1000000000,512,D,15,5
0,646,15,1000000001,513,S,11,1
0,647,18,0000000001,1,A,10,0
0,648,2,0010000000,128,B,10,0
0,649,13,1110000000,896,C,18,8
0,650,18,1110000000,896,D,18,8
0,651,20,0010000000,128,S,4,4
0,652,6,0100000000,256,A,4,11
0,653,15,0000100000,32,B,13,3
0,654,2,1000000000,512,C,6,16
0,655,0,0000000000,0,D,10,0
0,656,12,0000100000,32,S,12,2
0,657,4,0000100000,32,A,13,3
0,658,4,0010000000,128,B,11,1
0,659,20,0010000000,128,C,5,5
0,660,11,0000100000,32,D,13,3
0,661,5,1100100000,800,S,12,2
0,662,2,0100000000,256,A,4,10
0,663,8,0010000000,128,B,10,0
0,664,1,0000000001,1,C,10,0
0,665,16,1110000000,896,D,19,9
0,666,18,0000000001,1,S,10,0
0,667,3,0000100000,32,A,10,0
0,668,9,1001100000,608,B,12,2
0,669,2,0100000001,257,C,4,11
0,670,20,0010000000,128,D,4,4
0,671,15,0010000000,128,S,16,6
0,672,4,0100100000,288,A,4,12
0,673,20,0000000001,1,B,0,0
0,674,6,1000000001,513,C,19,9
0,675,4,0000100000,32,D,13,3
0,676,7,1100000000,768,S,14,4
0,677,3,0000000000,0,A,13,3
0,678,19,0010000001,129,B,17,7
0,679,3,0000000000,0,C,17,7
0,680,1,0000000000,0,D,13,3
0,681,16,0100100000,288,S,13,3
0,682,1,0000100000,32,A,11,1
0,683,12,0100100000,288,B,13,3
0,684,20,1010000001,641,C,4,4
0,685,10,0100000100,260,D,4,12
0,686,19,0000100001,33,S,11,1
0,687,3,0100000000,256,A,4,15
0,688,2,0010000000,128,B,19,9
0,689,3,1000000000,512,C,7,18
0,690,5,0100000000,256,D,4,12
0,691,20,0010100000,160,S,2,2
0,692,6,0100000000,256,A,4,12
0,693,20,0010110000,176,B,2,2
0,694,7,0010000001,129,C,17,7
0,695,4,1000000100,516,D,18,8
0,696,10,0000100000,32,S,13,3
0,697,8,0100000001,257,A,4,10
0,698,15,0110000001,385,B,10,0
0,699,3,0000000001,1,C,10,0
0,700,6,0100000100,260,D,4,16
0,701,16,0100100000,288,S,13,3
0,702,11,0000000001,1,A,11,1
0,703,5,1110000000,896,B,16,6
0,704,20,0010000001,129,C,4,4
0,705,3,0010000000,128,D,16,6
0,706,3,1000000000,512,S,16,6
0,707,4,1000100000,544,A,18,8
0,708,20,0010000001,129,B,0,0
0,709,2,0000000000,0,C,16,6
0,710,5,0100000000,256,D,4,12
0,711,20,1111010000,976,S,2,2
0,712,5,0000100000,32,A,12,2
0,713,16,1000000001,513,B,6,10
0,714,11,0000000100,4,C,17,7
0,715,20,1100000000,768,D,4,4
0,716,0,0000000000,0,S,10,0
0,717,20,0000100101,37,A,1,0
0,718,13,0000100000,32,B,13,3
0,719,3,0000000001,1,C,11,1
0,720,4,1000000000,512,D,6,13
0,721,1,1000000000,512,S,16,6
0,722,1,0000100000,32,A,11,1
0,723,3,1000000000,512,B,7,16
0,724,1,0000000000,0,C,11,1
0,725,0,0000001000,8,D,10,0
0,726,12,0000000001,1,S,10,0
0,727,3,0000100000,32,A,12,2
0,728,14,0000000001,1,B,11,1
0,729,9,0000000100,4,C,10,0
0,730,2,0000000100,4,D,14,4
0,731,20,0010000000,128,S,3,3
0,732,1,0000100000,32,A,14,4
