,maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2
0,64,6,0100000000,256,C,4,10
0,65,11,0010000001,129,D,14,4
0,66,16,0011001000,200,S,14,4
0,67,9,0100000000,256,A,4,10
0,68,9,1000010000,528,B,16,6
0,69,15,0010001000,136,C,14,4
0,70,20,0010000001,129,D,5,5
0,71,20,0101010000,336,S,2,3
0,72,4,0010000000,128,A,14,4
0,73,4,0000010000,16,B,11,1
0,74,6,0100000000,256,C,5,16
0,75,20,0100000001,257,D,4,7
0,76,20,0000011000,24,S,2,2
0,77,8,1111100000,992,A,12,2
0,78,2,0000010000,16,B,12,2
0,79,3,0000000000,0,C,10,0
0,80,20,0010000001,129,D,4,4
0,81,4,0100000000,256,S,16,6
0,82,20,0010110000,176,A,2,2
0,83,5,0100010000,272,B,11,1
0,84,15,0110000000,384,C,15,5
0,85,20,0010000001,129,D,5,5
0,86,6,0100001000,264,S,10,0
0,87,17,0000011000,24,A,10,0
0,88,4,0100010000,272,B,18,8
0,89,8,0010000000,128,C,14,4
0,90,8,0100000001,257,D,5,14
0,91,20,0011001000,200,S,5,5
0,92,13,0100000001,257,A,4,13
0,93,5,0000010000,16,B,11,1
0,94,15,0010001000,136,C,11,1
0,95,10,0010000001,129,D,15,5
0,96,20,0000011000,24,S,2,2
0,97,20,0010110000,176,A,3,3
0,98,7,0000010000,16,B,16,6
0,99,4,0000000000,0,C,17,7
0,100,13,0010000001,129,D,14,4
0,101,2,0000000000,0,S,10,0
0,102,5,1110000000,896,A,14,4
0,103,3,0100000000,256,B,16,6
0,104,6,0100000000,256,C,4,16
0,105,20,0010000001,129,D,4,4
0,106,17,0010001000,136,S,14,4
0,107,4,0010000000,128,A,11,1
0,108,4,0000010000,16,B,10,0
0,109,4,0100000000,256,C,4,11
0,110,10,0100000001,257,D,5,14
0,111,4,0100001010,266,S,14,4
0,112,20,0010110000,176,A,2,2
0,113,3,0000010000,16,B,16,6
0,114,12,0100000000,256,C,0,11
0,115,7,0000000001,1,D,12,2
0,116,20,0101011010,346,S,0,1
0,117,6,0010010000,144,A,13,3
0,118,1,0000010000,16,B,10,0
0,119,12,0100000000,256,C,1,11
0,120,10,0101010000,336,D,12,2
0,121,16,0011001000,200,S,14,4
0,122,4,0100010000,272,A,11,1
0,123,5,0000010000,16,B,11,1
0,124,11,0010000000,128,C,14,4
0,125,19,0010000001,129,D,14,4
0,126,3,0101000000,320,S,14,4
0,127,3,1011101100,748,A,10,0
0,128,9,0000011000,24,B,10,0
0,129,10,0010000000,128,C,14,4
0,130,20,0010000001,129,D,4,4
0,131,8,0011001000,200,S,15,5
0,132,9,0010000001,129,A,10,0
0,133,12,1000010000,528,B,16,6
0,134,7,0000000000,0,C,16,6
0,135,4,0100000000,256,D,5,14
0,136,6,0100000000,256,S,16,6
0,137,5,1111100000,992,A,10,0
0,138,4,0100000000,256,B,17,7
0,139,20,0000000000,0,C,5,5
0,140,12,0110000001,385,D,19,9
0,141,6,0101000000,320,S,12,2
0,142,20,0010110000,176,A,1,1
0,143,2,0000000000,0,B,11,1
0,144,15,0100000000,256,C,4,17
0,145,17,0000010000,16,D,12,2
0,146,8,0100001001,265,S,12,2
0,147,15,0010011000,152,A,11,1
0,148,4,0100010000,272,B,11,1
0,149,4,0000000000,0,C,11,1
0,150,20,0010000001,129,D,4,4
0,151,17,0000011000,24,S,12,2
0,152,20,0010001000,136,A,0,0
0,153,8,0100010000,272,B,11,1
0,154,12,0100000000,256,C,4,10
0,155,15,0010000000,128,D,15,5
0,156,5,0101001011,331,S,12,2
0,157,20,0010110000,176,A,3,2
0,158,7,0100010000,272,B,16,6
0,159,3,0000000000,0,C,16,6
0,160,9,0010000001,129,D,14,4
0,161,20,0101010000,336,S,2,2
0,162,8,1011001101,717,A,10,0
0,163,8,0100010000,272,B,18,8
0,164,5,0100000000,256,C,4,16
0,165,8,0000000001,1,D,15,5
0,166,4,0101000000,320,S,17,7
0,167,5,0101010000,336,A,13,3
0,168,4,0000010000,16,B,17,7
0,169,4,0000000000,0,C,16,6
0,170,4,0100000000,256,D,4,14
0,171,20,0101010000,336,S,2,2
0,172,16,0010001000,136,A,11,1
0,173,2,0000000000,0,B,10,0
0,174,2,0000000000,0,C,17,7
0,175,20,0010000000,128,D,4,4
0,176,14,0000011000,24,S,12,2
0,177,16,0000010000,16,A,13,3
0,178,3,0100010000,272,B,18,8
0,179,8,1000000000,512,C,18,8
0,180,6,0100000001,257,D,4,12
0,181,4,0000000000,0,S,11,1
0,182,2,0100000000,256,A,4,14
0,183,4,0000010000,16,B,16,6
0,184,2,0100000000,256,C,4,14
0,185,17,1000010000,528,D,12,2
0,186,16,0100000001,257,S,10,0
0,187,20,1110000001,897,A,1,1
0,188,3,0100010000,272,B,12,2
0,189,3,0000000000,0,C,16,6
0,190,9,0010000000,128,D,14,4
0,191,19,0010001000,136,S,14,4
0,192,19,0100000001,257,A,4,11
0,193,20,1000010000,528,B,7,7
0,194,3,0100000000,256,C,5,11
0,195,20,0010000001,129,D,4,4
0,196,2,0010000000,128,S,11,1
0,197,2,0010010000,144,A,12,2
0,198,10,0000011000,24,B,11,1
0,199,4,0000000000,0,C,17,7
0,200,7,0100010000,272,D,13,3
0,201,5,0001001011,75,S,15,5
0,202,10,0101010000,336,A,10,0
0,203,1,0100010000,272,B,11,1
0,204,9,0000001000,8,C,11,1
0,205,10,0100000001,257,D,4,16
0,206,1,0101000000,320,S,12,2
0,207,5,1111010000,976,A,13,3
0,208,4,0000010000,16,B,10,0
0,209,11,0100000000,256,C,4,17
0,210,1,0000000000,0,D,12,2
0,211,15,0010000001,129,S,15,5
0,212,18,0000010000,16,A,12,2
0,213,4,0100000000,256,B,17,7
0,214,12,0100000000,256,C,4,16
0,215,3,0000000001,1,D,14,4
0,216,16,0000010000,16,S,12,2
0,217,10,1010110000,688,A,18,8
0,218,3,0000010000,16,B,10,0
0,219,20,0010000000,128,C,4,4
0,220,7,0000010000,16,D,12,2
0,221,18,0011001000,200,S,15,5
0,222,8,1110010000,912,A,10,0
0,223,2,0000010000,16,B,13,3
0,224,9,0000001000,8,C,10,0
0,225,13,0101010000,336,D,12,2
0,226,17,0000010000,16,S,13,3
0,227,20,0010110000,176,A,2,2
0,228,14,1000010000,528,B,19,9
0,229,6,0100000000,256,C,5,10
0,230,5,0100000001,257,D,4,17
0,231,3,0101000000,320,S,16,6
0,232,10,0010001000,136,A,11,1
0,233,5,0000010000,16,B,16,6
0,234,9,1000000000,512,C,19,9
0,235,7,0100000000,256,D,4,17
0,236,5,0100010000,272,S,16,6
0,237,20,0000010000,16,A,3,3
0,238,4,0000010000,16,B,11,1
0,239,3,0000000000,0,C,16,6
0,240,6,0100000001,257,D,5,13
0,241,20,0010000000,128,S,5,5
0,242,7,0010000000,128,A,10,0
0,243,8,0000011000,24,B,11,1
0,244,1,0101000000,320,C,16,6
0,245,7,0010000001,129,D,14,4
0,246,20,0101010000,336,S,2,3
0,247,9,0010000001,129,A,13,3
0,248,16,0000001000,8,B,11,1
0,249,13,0010001000,136,C,10,0
0,250,3,0000000001,1,D,14,4
0,251,20,0101010000,336,S,2,3
0,252,14,0100000001,257,A,4,11
0,253,4,0000010000,16,B,11,1
0,254,20,0010000000,128,C,1,1
0,255,5,0000000001,1,D,12,2
0,256,5,0100010000,272,S,12,2
0,257,4,1011001101,717,A,10,0
0,258,20,0000010000,16,B,0,0
0,259,20,0010001000,136,C,5,5
0,260,9,0101010000,336,D,12,2
0,261,6,0101001010,330,S,12,2
0,262,14,0000010000,16,A,13,3
0,263,6,0100010000,272,B,11,1
0,264,20,0010000000,128,C,0,0
0,265,4,0100000001,257,D,4,13
0,266,12,0000011000,24,S,13,3
0,267,3,1110000000,896,A,14,4
0,268,4,0000010000,16,B,10,0
0,269,18,0010000000,128,C,14,4
0,270,18,0010000001,129,D,15,5
0,271,8,0011000000,192,S,14,4
0,272,3,0010010000,144,A,12,2
0,273,15,0000011000,24,B,10,0
0,274,4,0000000000,0,C,11,1
0,275,14,0101010000,336,D,12,2
0,276,8,0101000000,320,S,17,7
0,277,4,1010110000,688,A,13,3
0,278,20,0000011000,24,B,1,1
0,279,5,0100000000,256,C,4,14
0,280,4,0000000001,1,D,12,2
0,281,20,0101011010,346,S,0,1
0,282,16,0000010000,16,A,12,2
0,283,3,0000010000,16,B,11,1
0,284,4,0000000000,0,C,10,0
0,285,20,0010000000,128,D,3,3
0,286,9,0011001000,200,S,15,5
0,287,2,0000010000,16,A,12,2
0,288,15,0000011000,24,B,11,1
0,289,20,0100000000,256,C,4,7
0,290,6,0100010000,272,D,16,6
0,291,12,0000010000,16,S,10,0
0,292,20,0000010000,16,A,3,3
0,293,20,0000010000,16,B,0,0
0,294,4,0010000000,128,C,14,4
0,295,8,0000000000,0,D,17,7
0,296,15,0010000000,128,S,15,5
0,297,13,0000010000,16,A,13,3
0,298,20,0000011000,24,B,0,0
0,299,7,0100000000,256,C,4,16
0,300,11,0100000001,257,D,4,16
0,301,4,0001001000,72,S,10,0
0,302,20,0010110000,176,A,3,2
0,303,7,0100011000,280,B,16,6
0,304,4,0100000000,256,C,5,10
0,305,20,0010000001,129,D,5,5
0,306,5,0101000000,320,S,16,6
0,307,18,0000010000,16,A,12,2
0,308,4,0000010000,16,B,11,1
0,309,1,0000000000,0,C,14,4
0,310,4,0000000001,1,D,15,5
0,311,16,0011001000,200,S,14,4
0,312,2,0100000000,256,A,5,10
0,313,7,0000010000,16,B,17,7
0,314,3,0000000000,0,C,10,0
0,315,8,0100000001,257,D,5,12
0,316,2,0100000000,256,S,10,0
0,317,8,0010010000,144,A,11,1
0,318,4,0000010000,16,B,10,0
0,319,2,0000000000,0,C,11,1
0,320,7,0100000001,257,D,5,16
0,321,20,0101010000,336,S,2,3
0,322,17,1000011000,536,A,13,3
0,323,6,0000010000,16,B,10,0
0,324,4,0000000000,0,C,10,0
0,325,20,0110000001,385,D,5,5
0,326,7,0101001011,331,S,16,6
0,327,11,0101010000,336,A,12,2
0,328,4,0000010000,16,B,10,0
0,329,4,0100000000,256,C,4,10
0,330,10,0010000001,129,D,15,5
0,331,4,0001001000,72,S,16,6
0,332,16,0000010000,16,A,12,2
0,333,3,0000010000,16,B,11,1
0,334,7,1000000000,512,C,18,8
0,335,10,0100000001,257,D,4,13
0,336,14,0011000000,192,S,14,4
0,337,9,0010010000,144,A,10,0
0,338,20,0000011000,24,B,1,1
0,339,14,1000000000,512,C,17,7
0,340,7,0100000001,257,D,4,14
0,341,2,0101000000,320,S,12,2
0,342,10,0010001000,136,A,11,1
0,343,5,0100010000,272,B,17,7
0,344,1,0000000000,0,C,11,1
0,345,9,0000010000,16,D,13,3
0,346,20,0101010000,336,S,2,3
0,347,12,0010000001,129,A,10,0
0,348,6,0000010000,16,B,11,1
0,349,4,0000000000,0,C,11,1
0,350,20,0000010000,16,D,3,3
0,351,19,0000011000,24,S,12,2
0,352,20,0010111000,184,A,3,3
0,353,16,0000011000,24,B,10,0
0,354,20,0010001000,136,C,0,0
0,355,7,0000010000,16,D,13,3
0,356,6,0101000000,320,S,14,4
0,357,20,0010111000,184,A,3,2
0,358,3,0101000000,320,B,13,3
0,359,1,0000000000,0,C,16,6
0,360,3,0100001001,265,D,4,17
0,361,10,0010010000,144,S,12,2
0,362,5,0010000000,128,A,11,1
0,363,4,0100000000,256,B,16,6
0,364,18,0000001000,8,C,10,0
0,365,8,0100000001,257,D,5,12
0,366,20,0101010000,336,S,2,2
0,367,3,0100000000,256,A,4,14
0,368,5,0000010000,16,B,16,6
0,369,20,0010000000,128,C,5,5
0,370,4,0100010000,272,D,17,7
0,371,20,0101010000,336,S,2,3
0,372,7,0010000000,128,A,10,0
0,373,8,0000010000,16,B,16,6
0,374,20,0000000000,0,C,1,1
0,375,3,0010000101,133,D,12,2
0,376,6,0001000000,64,S,12,2
0,377,20,0010110000,176,A,3,3
0,378,8,1000010000,528,B,10,0
0,379,14,0000001000,8,C,16,6
0,380,15,0000010000,16,D,17,7
0,381,11,0000010000,16,S,12,2
0,382,20,0010110000,176,A,2,2
0,383,4,0000010000,16,B,16,6
0,384,3,0000000000,0,C,11,1
0,385,6,0000010000,16,D,12,2
0,386,15,0000010000,16,S,12,2
0,387,20,1111110000,1008,A,2,2
0,388,18,0000001000,8,B,11,1
0,389,15,0010000000,128,C,15,5
0,390,8,0000000001,1,D,18,8
0,391,12,0010011000,152,S,13,3
0,392,7,1111100000,992,A,11,1
0,393,5,0000010000,16,B,10,0
0,394,2,0000000000,0,C,15,5
0,395,3,0000000001,1,D,17,7
0,396,6,0001001000,72,S,10,0
0,397,0,0010000000,128,A,10,0
0,398,3,0101000000,320,B,13,3
0,399,18,0010001000,136,C,11,1
0,400,15,0010000001,129,D,15,5
0,401,14,0000010000,16,S,13,3
0,402,1,0010000000,128,A,10,0
0,403,7,0100010000,272,B,10,0
0,404,4,0100000000,256,C,5,15
0,405,4,0000000001,1,D,12,2
0,406,20,0101010000,336,S,2,3
0,407,19,0010011000,152,A,11,1
0,408,5,0100010000,272,B,12,2
0,409,12,0110000000,384,C,15,5
0,410,6,0100000001,257,D,4,17
0,411,20,0101011010,346,S,0,0
0,412,20,0010110000,176,A,3,2
0,413,2,0000010000,16,B,10,0
0,414,20,0010000000,128,C,1,1
0,415,6,0100000001,257,D,4,14
0,416,20,0000010000,16,S,2,2
0,417,12,0010001000,136,A,10,0
0,418,6,0000010000,16,B,10,0
0,419,20,0000001000,8,C,1,1
0,420,7,0010000000,128,D,14,4
0,421,20,0011000000,192,S,4,4
0,422,7,1011000000,704,A,11,1
0,423,6,0100010000,272,B,16,6
0,424,20,0000001000,8,C,1,1
0,425,12,0010000001,129,D,14,4
0,426,4,0101000000,320,S,12,2
0,427,16,1000010000,528,A,13,3
0,428,20,1000010000,528,B,7,7
0,429,10,0100000000,256,C,5,16
0,430,5,0000000000,0,D,15,5
0,431,19,0010000000,128,S,15,5
0,432,20,0000010000,16,A,0,0
0,433,5,0000010000,16,B,16,6
0,434,20,0000000000,0,C,1,1
0,435,4,0000000001,1,D,12,2
0,436,16,0000011000,24,S,13,3
0,437,20,1111110000,1008,A,2,2
0,438,5,0000010000,16,B,10,0
0,439,4,0000000000,0,C,15,5
0,440,6,0100010000,272,D,12,2
0,441,20,0101010000,336,S,2,3
0,442,2,0110000000,384,A,18,8
0,443,8,0000010000,16,B,12,2
0,444,3,0000000000,0,C,10,0
0,445,9,0010000001,129,D,14,4
0,446,3,0101000000,320,S,15,5
0,447,2,0100000000,256,A,4,14
0,448,20,0000010000,16,B,0,0
0,449,5,0100000000,256,C,4,11
0,450,3,0000000001,1,D,16,6
0,451,20,0000000000,0,S,3,3
0,452,15,0101010000,336,A,12,2
0,453,6,0000010000,16,B,12,2
0,454,4,0000000000,0,C,11,1
0,455,16,0010010000,144,D,13,3
0,456,20,0101010000,336,S,2,3
0,457,8,1110110000,944,A,12,2
0,458,5,0100010000,272,B,13,3
0,459,7,0100000000,256,C,5,11
0,460,20,0010000001,129,D,4,4
0,461,3,0101000000,320,S,12,2
0,462,9,0110000000,384,A,18,8
0,463,5,0000000010,2,B,16,6
0,464,20,0010000000,128,C,4,4
0,465,5,0000000000,0,D,16,6
0,466,20,0101010000,336,S,2,3
0,467,15,0010001001,137,A,10,0
0,468,13,1000010000,528,B,16,6
0,469,5,0000000000,0,C,11,1
0,470,20,0010000001,129,D,5,5
0,471,18,0011000000,192,S,14,4
0,472,2,0000010000,16,A,11,1
0,473,11,0100000001,257,B,12,2
0,474,4,0000000000,0,C,11,1
0,475,3,0100000001,257,D,5,13
0,476,9,0101001011,331,S,16,6
0,477,5,0010000000,128,A,10,0
0,478,5,0000010000,16,B,10,0
0,479,4,0100000000,256,C,4,11
0,480,5,0100000001,257,D,4,17
0,481,20,0011000000,192,S,4,4
0,482,7,0100000000,256,A,5,11
0,483,5,0000010000,16,B,11,1
0,484,4,0000000000,0,C,10,0
0,485,7,0100000001,257,D,4,16
0,486,1,0100000000,256,S,14,4
0,487,8,1110000000,896,A,14,4
0,488,20,0000011000,24,B,1,1
0,489,12,0100000000,256,C,5,10
0,490,0,0000000000,0,D,10,0
0,491,16,0000011000,24,S,12,2
0,492,2,1110000000,896,A,14,4
0,493,6,0000010000,16,B,17,7
0,494,15,1010001100,652,C,15,5
0,495,11,0100000001,257,D,4,17
0,496,20,0101010000,336,S,2,2
0,497,20,0010110000,176,A,3,3
0,498,5,0000010000,16,B,16,6
0,499,5,0100000000,256,C,5,11
0,500,16,0010000001,129,D,15,5
0,501,9,0100010000,272,S,11,1
0,502,4,1010000000,640,A,14,4
0,503,7,1000011000,536,B,11,1
0,504,4,0100000000,256,C,4,14
0,505,3,0000000001,1,D,17,7
0,506,7,0001001000,72,S,10,0
0,507,13,0000010000,16,A,13,3
0,508,7,0000010000,16,B,11,1
0,509,6,0000000000,0,C,11,1
0,510,6,0000000001,1,D,12,2
0,511,8,0100000000,256,S,16,6
0,512,15,0000011000,24,A,11,1
0,513,8,0101000000,320,B,16,6
0,514,20,0000000000,0,C,4,4
0,515,8,0100000001,257,D,4,12
0,516,11,0011000000,192,S,15,5
0,517,6,0100010000,272,A,13,3
0,518,4,0000010000,16,B,17,7
0,519,2,0100000000,256,C,4,10
0,520,0,0000000001,1,D,10,0
0,521,5,0000001010,10,S,14,4
0,522,10,0010110000,176,A,10,0
0,523,4,0000010000,16,B,10,0
0,524,1,0000000000,0,C,10,0
0,525,4,0000000001,1,D,12,2
0,526,2,0100001000,264,S,14,4
0,527,20,0010110000,176,A,2,2
0,528,4,0000010000,16,B,16,6
0,529,7,0100000000,256,C,4,16
0,530,5,0100000000,256,D,4,16
0,531,1,0100000000,256,S,13,3
0,532,14,0000011000,24,A,13,3
0,533,4,0100010000,272,B,13,3
0,534,18,0010001000,136,C,11,1
0,535,20,0000010000,16,D,3,2
0,536,20,0011001000,200,S,5,5
0,537,7,0100010000,272,A,12,2
0,538,7,0100000001,257,B,13,3
0,539,7,0100000000,256,C,4,11
0,540,7,0010010011,147,D,12,2
0,541,4,0100010000,272,S,17,7
0,542,3,1011000000,704,A,15,5
0,543,5,0000010000,16,B,10,0
0,544,20,0000000000,0,C,7,7
0,545,19,0010000001,129,D,14,4
0,546,20,0101010000,336,S,2,3
0,547,2,0000010110,22,A,12,2
0,548,5,0000010000,16,B,10,0
0,549,3,0000000000,0,C,17,7
0,550,20,0010000000,128,D,4,4
0,551,14,0010000001,129,S,12,2
0,552,3,0001000000,64,A,11,1
0,553,20,0000010000,16,B,1,1
0,554,9,0100000000,256,C,5,16
0,555,7,0100000001,257,D,4,16
0,556,20,0011000000,192,S,5,5
0,557,4,0111010000,464,A,10,0
0,558,10,0000011000,24,B,11,1
0,559,18,1010001100,652,C,15,5
0,560,20,0010000001,129,D,4,4
0,561,1,0000000000,0,S,16,6
0,562,20,0010110000,176,A,2,2
0,563,4,0000010000,16,B,10,0
0,564,2,0000000000,0,C,16,6
0,565,4,0000000000,0,D,16,6
0,566,20,0011000000,192,S,1,1
0,567,7,0010000001,129,A,13,3
0,568,20,1000010000,528,B,7,7
0,569,7,0100000000,256,C,5,11
0,570,7,0100000001,257,D,4,17
0,571,4,0101000000,320,S,16,6
0,572,20,0000010000,16,A,3,3
0,573,5,0000010000,16,B,17,7
0,574,20,0010000000,128,C,0,0
0,575,3,0000000001,1,D,17,7
0,576,20,0000000000,0,S,1,1
0,577,13,0110000001,385,A,12,2
0,578,4,0000010000,16,B,13,3
0,579,4,0000000000,0,C,10,0
0,580,13,0000010000,16,D,12,2
0,581,20,0101010000,336,S,2,3
0,582,20,0010111000,184,A,2,2
0,583,7,0100010000,272,B,13,3
0,584,7,0100000000,256,C,5,16
0,585,6,0100000001,257,D,5,14
0,586,20,0101010000,336,S,2,3
0,587,12,0010001000,136,A,10,0
0,588,20,0000010000,16,B,1,1
0,589,15,0000001000,8,C,11,1
0,590,13,0010000001,129,D,14,4
0,591,7,0100001001,265,S,16,6
0,592,6,0100010000,272,A,12,2
0,593,4,0000010000,16,B,11,1
0,594,2,0000000000,0,C,10,0
0,595,15,0010000001,129,D,14,4
0,596,20,0101010000,336,S,2,3
0,597,3,0100000000,256,A,4,10
0,598,4,0000010000,16,B,17,7
0,599,20,0010000000,128,C,4,4
0,600,14,0010000001,129,D,15,5
0,601,15,0001000010,66,S,11,1
0,602,8,1111010000,976,A,12,2
0,603,5,0000010000,16,B,11,1
0,604,3,0000000000,0,C,15,5
0,605,20,0010000000,128,D,5,5
0,606,7,0000011000,24,S,13,3
0,607,3,0010000000,128,A,14,4
0,608,1,0000000000,0,B,16,6
0,609,20,0000000000,0,C,1,1
0,610,2,0000000000,0,D,16,6
0,611,20,0000010000,16,S,0,0
0,612,6,1110000000,896,A,11,1
0,613,6,0100010000,272,B,16,6
0,614,6,0100000000,256,C,1,16
0,615,16,0101010000,336,D,12,2
0,616,9,0000010000,16,S,12,2
0,617,14,1010000001,641,A,13,3
0,618,6,0100010000,272,B,17,7
0,619,14,0010000000,128,C,15,5
0,620,14,0000010000,16,D,12,2
0,621,15,0011001000,200,S,14,4
0,622,5,1110000000,896,A,14,4
0,623,6,0000010000,16,B,16,6
0,624,4,0000000000,0,C,14,4
0,625,3,0100000001,257,D,4,12
0,626,20,0101010000,336,S,2,3
0,627,20,0010001000,136,A,0,0
0,628,3,0000010000,16,B,12,2
0,629,20,0010000000,128,C,4,4
0,630,11,0101010000,336,D,12,2
0,631,3,0001000000,64,S,16,6
0,632,16,0000010000,16,A,12,2
0,633,5,0000010000,16,B,10,0
0,634,7,0000000000,0,C,10,0
0,635,3,0000000001,1,D,16,6
0,636,13,0010011000,152,S,12,2
0,637,15,0000011000,24,A,13,3
0,638,6,0100010000,272,B,11,1
0,639,20,0010001000,136,C,4,4
0,640,10,0000000001,1,D,16,6
0,641,20,0010000000,128,S,3,3
0,642,20,0100000001,257,A,4,0
0,643,3,0000010000,16,B,12,2
0,644,8,0000001000,8,C,10,0
0,645,6,0100000001,257,D,5,14
0,646,14,0010010000,144,S,13,3
0,647,5,0100000000,256,A,4,10
0,648,4,0101000000,320,B,12,2
0,649,7,0000001000,8,C,11,1
0,650,6,0100010001,273,D,16,6
0,651,20,0010000100,132,S,2,2
0,652,4,0100000000,256,A,5,11
0,653,6,0000010000,16,B,11,1
0,654,3,0100000000,256,C,4,17
0,655,8,0100000001,257,D,4,16
0,656,12,0000011000,24,S,12,2
0,657,14,0000000001,1,A,12,2
0,658,3,0100010000,272,B,17,7
0,659,7,0100000000,256,C,4,11
0,660,5,0001001000,72,D,16,6
0,661,8,0101001011,331,S,16,6
0,662,7,1111000000,960,A,12,2
0,663,2,0000010000,16,B,11,1
0,664,12,0000001000,8,C,10,0
0,665,7,0000000001,1,D,16,6
0,666,18,0010011000,152,S,12,2
0,667,20,0000001000,8,A,2,2
0,668,5,0000010000,16,B,10,0
0,669,8,0010000000,128,C,15,5
0,670,7,0100000001,257,D,4,13
0,671,7,0101001011,331,S,17,7
0,672,8,1111110000,1008,A,10,0
0,673,15,1000000001,513,B,12,2
0,674,11,0010000000,128,C,14,4
0,675,20,0000010000,16,D,2,2
0,676,15,0000010000,16,S,13,3
0,677,3,1110010000,912,A,12,2
0,678,5,0000010000,16,B,16,6
0,679,14,0010000000,128,C,14,4
0,680,4,0000000001,1,D,17,7
0,681,4,0000001000,8,S,14,4
0,682,4,0010100000,160,A,3,10
0,683,4,0000010000,16,B,10,0
0,684,20,0000000000,0,C,0,0
0,685,20,0010000001,129,D,4,4
0,686,19,0010001000,136,S,15,5
0,687,2,0000000000,0,A,15,5
0,688,6,0000010000,16,B,10,0
0,689,20,0010001000,136,C,1,1
0,690,7,0100000001,257,D,4,14
0,691,5,0101000000,320,S,13,3
0,692,2,0100000000,256,A,5,14
0,693,4,0100010000,272,B,16,6
0,694,20,0010000000,128,C,5,5
0,695,8,0100000001,257,D,4,14
0,696,15,0000011000,24,S,13,3
0,697,2,0000010000,16,A,12,2
0,698,4,0000010000,16,B,17,7
0,699,7,0100000000,256,C,4,10
0,700,4,0100000000,256,D,4,16
0,701,5,0100001001,265,S,12,2
0,702,5,1111000000,960,A,12,2
0,703,8,0000010000,16,B,10,0
0,704,18,0010001000,136,C,14,4
0,705,4,0000000001,1,D,13,3
0,706,20,0011000000,192,S,5,5
0,707,20,0010110000,176,A,2,2
0,708,5,0000010000,16,B,11,1
0,709,20,0010000000,128,C,1,1
0,710,8,0100000001,257,D,4,16
0,711,20,0101010000,336,S,2,3
0,712,20,0010110000,176,A,2,2
0,713,4,0100010000,272,B,16,6
0,714,20,0100000000,256,C,4,7
0,715,6,0110000000,384,D,15,5
0,716,18,0000011000,24,S,12,2
0,717,20,0010110000,176,A,2,2
0,718,6,0000010000,16,B,18,8
0,719,6,0100000000,256,C,4,17
0,720,20,0010000001,129,D,4,4
0,721,19,0011001000,200,S,14,4
0,722,5,1110010000,912,A,10,0
0,723,6,0100010000,272,B,18,8
0,724,15,1000000000,512,C,18,8
0,725,20,0010000000,128,D,5,5
0,726,9,0101000000,320,S,15,5
0,727,6,0010000000,128,A,11,1
0,728,5,0000010000,16,B,12,2
0,729,20,0100000000,256,C,4,7
0,730,11,0100000001,257,D,5,16
0,731,20,0101010000,336,S,2,3
0,732,20,0000010000,16,A,3,3
